"","Set_ID","Name","Year","Theme","Theme_Group","Subtheme","Category","Packaging","Num_Instructions","Availability","Pieces","Minifigures","Owned","Rating","USD_MSRP","Total_Quantity","Current_Price"
"4378","10659-2","Vehicle Suitcase",2014,"Juniors","Junior",NA,"Normal","Plastic box",0,"Retail",146,2,6,0,NA,0,NA
"4379","10665-1","Spider-Man: Spider-Car Pursuit",2014,"Juniors","Junior","Marvel Super Heroes","Normal","Box",2,"Retail",55,2,3414,3.2,12.99,1,25
"4380","10666-1","Digger",2014,"Juniors","Junior","City","Normal","Box",2,"Retail",75,1,1650,3.7,9.99,0,NA
"4381","10667-1","Construction",2014,"Juniors","Junior","City","Normal","Bucket",5,"Retail",160,1,2377,3.6,14.99,0,NA
"4382","10668-1","The Princess Play Castle",2014,"Juniors","Junior","Fantasy","Normal","Bucket",5,"Retail",150,1,1057,3.2,14.99,0,NA
"4383","10669-1","Turtle Lair",2014,"Juniors","Junior","Teenage Mutant Ninja Turtles","Normal","Box",2,"Retail",107,2,1025,0,19.99,1,40
"4384","10671-1","Fire Emergency",2014,"Juniors","Junior","City","Normal","Box",2,"Retail - limited",123,2,1270,0,19.99,0,NA
"4385","10672-1","Batman: Defend the Batcave",2014,"Juniors","Junior","DC Comics Super Heroes","Normal","Box",2,"Retail",150,3,3062,3.6,29.99,1,57
"4386","10673-1","Race Car Rally",2014,"Juniors","Junior","City","Normal","Tub",5,"Retail",350,2,1402,0,29.99,0,NA
"4387","10674-1","Pony Farm",2014,"Juniors","Junior","Girl","Normal","Tub",5,"Retail",306,1,764,0,29.99,0,NA
"4388","10675-1","Police – The Big Escape",2014,"Juniors","Junior","City","Normal","Box",2,"Retail",146,3,1011,0,29.99,0,NA
"4389","10676-1","Knights' Castle",2014,"Juniors","Junior","Fantasy","Normal","Box",5,"Retail",480,4,668,3.8,49.99,0,NA
"4390","21107-1","The End",2014,"Minecraft","Licensed","Micro World","Normal","Box",4,"Retail - limited",440,4,2605,3.2,34.99,14,48.99
"4391","21108-1","Ghostbusters Ecto-1",2014,"Ideas","Miscellaneous","Licensed","Normal","Box",2,"Retail - limited",508,4,27851,4.4,49.99,29,114.3024
"4392","21109-1","Exo Suit",2014,"Ideas","Miscellaneous",NA,"Normal","Box",1,"Retail - limited",321,2,12098,4.4,34.99,85,59.0863
"4393","21110-1","Research Institute",2014,"Ideas","Miscellaneous",NA,"Normal","Box",2,"Retail - limited",165,3,7742,4,19.99,33,33.7935
"4394","21113-1","The Cave",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",2,"Retail - limited",249,2,6628,3.7,19.99,11,20.9383
"4395","21114-1","The Farm",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",2,"Retail - limited",262,2,5401,3.6,29.99,3,55
"4396","21115-1","The First Night",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",2,"Retail - limited",408,2,5237,4,39.99,4,84.99
"4397","21116-1","Crafting Box",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",6,"Retail - limited",518,2,4333,3.9,49.99,3,87.992
"4398","21117-1","The Ender Dragon",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",2,"Retail - limited",634,4,2862,3.7,69.99,2,159.99
"4399","21118-1","The Mine",2014,"Minecraft","Licensed","Minifig-scale","Normal","Box",4,"Retail - limited",922,4,2624,4,109.99,0,NA
"4400","21204-1","Town Master",2014,"Fusion","Miscellaneous",NA,"Normal","Box",1,"{Not specified}",256,1,388,0,34.99,0,NA
"4401","21208-1","Resort Designer",2014,"Fusion","Miscellaneous",NA,"Normal","Box",1,"{Not specified}",262,1,199,0,34.99,0,NA
"4402","30112-1","Emma's Flower Stand",2014,"Friends","Modern day","General","Normal","Polybag",2,"Retail",33,1,1220,0,NA,1,4.99
"4403","30113-1","Stephanie's Bakery Stand",2014,"Friends","Modern day","Baking","Normal","Polybag",2,"Promotional",28,1,2461,3.8,NA,13,4.99
"4404","30114-1","Andrea's Beach Lounge",2014,"Friends","Modern day","Beach","Normal","Polybag",2,"Promotional",29,1,428,0,NA,0,NA
"4405","30115-1","Jungle Boat",2014,"Friends","Modern day","Jungle Rescue","Normal","Polybag",2,"Retail - limited",31,1,1299,0,NA,5,4.25
"4406","30116-1","Rapunzel's Market Visit",2014,"Disney","Licensed","Tangled","Normal","Polybag",2,"Retail - limited",37,1,2761,3.1,NA,2,5.2
"4407","30226-1","Police Helicopter",2014,"City","Modern day","Police","Normal","Polybag",2,"Promotional",48,1,2824,2.9,NA,3,4.99
"4408","30227-1","Police Watercraft",2014,"City","Modern day","Police","Normal","Polybag",2,"Retail - limited",36,2,2952,3.3,NA,1,5
"4409","30228-1","Police ATV",2014,"City","Modern day","Police","Normal","Polybag",2,"Retail - limited",40,1,4250,3.2,NA,8,5.1351
"4410","30229-1","Repair Lift",2014,"City","Modern day","Construction","Normal","Polybag",2,"Retail - limited",40,1,3176,3.4,NA,3,13.5
"4411","30262-1","Gorzan's Walker",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Polybag",2,"Promotional",34,1,1536,3.2,NA,5,7
"4412","30263-1","Spider Crawler",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Polybag",2,"Promotional",40,1,826,3.1,NA,0,NA
"4413","30264-1","Frax' Phoenix Flyer",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Polybag",2,"Retail - limited",32,1,3098,3.2,NA,3,5
"4414","30265-1","Worriz' Fire Bike",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Polybag",2,"Promotional",31,1,4434,3,NA,18,3.3342
"4415","30266-1","Sykor's Ice Cruiser",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Polybag",2,"Retail - limited",25,1,1018,3.5,NA,8,4.3673
"4416","30271-1","Mikey's Mini-Shellraiser",2014,"Teenage Mutant Ninja Turtles","Licensed","TV Series","Normal","Polybag",2,"Retail - limited",47,1,2610,3.5,NA,1,14.99
"4417","30280-1","The Piece of Resistance",2014,"The LEGO Movie","Licensed","Promotional","Normal","Polybag",2,"Promotional",33,1,5474,3.4,NA,17,8.8
"4418","30281-1","Micro Manager Battle",2014,"The LEGO Movie","Licensed","Promotional","Normal","Polybag",2,"Promotional",27,1,2937,3.2,NA,2,6.49
"4419","30282-1","Super Secret Police Enforcer",2014,"The LEGO Movie","Licensed","Promotional","Normal","Polybag",2,"Retail - limited",40,1,4501,3.5,NA,9,4.4015
"4420","30302-1","Spider-Man",2014,"Marvel Super Heroes","Licensed","Ultimate Spider-Man","Normal","Polybag",2,"Retail - limited",45,1,4078,3.1,NA,9,6.969
"4421","30310-1","Arctic Scout",2014,"City","Modern day","Arctic","Normal","Polybag",2,"Retail - limited",40,1,4056,3.5,NA,4,7.3938
"4422","31025-1","Mountain Hut",2014,"Creator","Model making","3 in 1","Normal","Box",6,"Retail",550,1,7642,4,39.99,2,50
"4423","31026-1","Bike Shop & Cafe",2014,"Creator","Model making","3 in 1","Normal","Box",8,"{Not specified}",1023,3,9793,4,89.99,6,115
"4424","40106-1","Toy Workshop",2014,"Creator","Model making","Seasonal","Normal","Box",1,"LEGO exclusive",107,2,7727,3.8,NA,3,34.97
"4425","40107-1","Winter Skating Scene",2014,"Creator","Model making","Seasonal","Normal","Box",1,"LEGO exclusive",129,2,6878,3.9,NA,12,16
"4426","40108-1","Balloon Cart",2014,"Creator","Model making","Promotional","Normal","Polybag",1,"Promotional",66,2,6305,3.8,NA,13,19.99
"4427","40110-1","LEGO City Coin Bank",2014,"City","Modern day","Police","Normal","Box",1,"LEGO exclusive",122,1,2343,3.9,14.99,5,16.1394
"4428","40116-1","Hero Robot",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Polybag",1,"Retail - limited",31,1,218,0,NA,0,NA
"4429","40117-1","Villains Minimodel",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Polybag",0,"Promotional",28,1,45,0,NA,0,NA
"4430","40118-1","Buildable Brick Box 2x2",2014,"Miscellaneous","Miscellaneous",NA,"Normal","Box",1,"LEGO exclusive",203,1,1216,0,16.99,3,30
"4431","40194-1","Finish Line & Podium",2014,"Promotional","Miscellaneous","Shell","Normal","Polybag",0,"Promotional",64,1,3925,3.4,NA,1,6
"4432","40195-1","Shell Station",2014,"Promotional","Miscellaneous","Shell","Normal","Polybag",0,"Promotional",80,1,4162,3.5,NA,2,29.99
"4433","41026-1","Sunshine Harvest",2014,"Friends","Modern day","Farm","Normal","Box",2,"Retail",233,1,3616,3.8,19.99,2,20
"4434","41027-1","Mia's Lemonade Stand",2014,"Friends","Modern day","General","Normal","Box",2,"Retail",112,1,4762,3.6,9.99,4,14.67
"4435","41028-1","Emma's Lifeguard Post",2014,"Friends","Modern day","Beach","Normal","Box",2,"Retail",78,1,3755,3.7,9.99,0,NA
"4436","41029-1","Stephanie's New Born Lamb",2014,"Friends","Modern day","Pets","Normal","Box",2,"Retail",78,1,2725,3.1,9.99,3,17.48
"4437","41030-1","Olivia's Ice Cream Bike",2014,"Friends","Modern day","Park","Normal","Box",2,"Retail",98,1,3044,3.5,9.99,2,20
"4438","41031-1","Andrea's Mountain Hut",2014,"Friends","Modern day","Great Outdoors","Normal","Box",2,"Retail",119,1,2055,3.8,9.99,4,14.456
"4439","41032-1","First Aid Jungle Bike",2014,"Friends","Modern day","Jungle Rescue","Normal","Box",2,"Retail",156,1,3057,3.8,14.99,0,NA
"4440","41033-1","Jungle Falls Rescue",2014,"Friends","Modern day","Jungle Rescue","Normal","Box",2,"Retail",183,1,3416,3.7,19.99,0,NA
"4441","41034-1","Summer Caravan",2014,"Friends","Modern day","Summer","Normal","Box",4,"Retail",297,2,3038,3.8,29.99,0,NA
"4442","41035-1","Heartlake Juice Bar",2014,"Friends","Modern day","Heartlake City","Normal","Box",2,"Retail",277,2,4384,3.9,29.99,0,NA
"4443","41036-1","Jungle Bridge Rescue",2014,"Friends","Modern day","Jungle Rescue","Normal","Box",4,"Retail",365,2,3098,3.6,29.99,0,NA
"4444","41037-1","Stephanie's Beach House",2014,"Friends","Modern day","Beach","Normal","Box",4,"Retail",369,2,3841,4,39.99,1,68
"4445","41038-1","Jungle Rescue Base",2014,"Friends","Modern day","Jungle Rescue","Normal","Box",4,"Retail",472,2,2991,3.8,59.99,0,NA
"4446","41039-1","Sunshine Ranch",2014,"Friends","Modern day","Farm","Normal","Box",4,"Retail",721,2,2637,4,69.99,2,120
"4447","41040-1","Friends Advent Calendar",2014,"Friends","Modern day","Seasonal","Normal","Box",1,"Retail - limited",228,2,1883,0,29.99,0,NA
"4448","41050-1","Ariel's Amazing Treasures",2014,"Disney","Licensed","The Little Mermaid","Normal","Box",2,"Retail",77,1,3323,3.4,12.99,1,14.99
"4449","41051-1","Merida's Highland Games",2014,"Disney","Licensed","Brave","Normal","Box",4,"Retail",145,1,3280,3.6,19.99,0,NA
"4450","41052-1","Ariel's Magical Kiss",2014,"Disney","Licensed","The Little Mermaid","Normal","Box",2,"Retail",250,2,2728,3.6,29.99,4,30
"4451","41053-1","Cinderella's Dream Carriage",2014,"Disney","Licensed","Cinderella","Normal","Box",2,"Retail",274,1,3553,3.7,29.99,2,32.384
"4452","41054-1","Rapunzel's Creativity Tower",2014,"Disney","Licensed","Tangled","Normal","Box",4,"Retail",299,2,3960,3.9,39.99,3,65
"4453","41055-1","Cinderella's Romantic Castle",2014,"Disney","Licensed","Cinderella","Normal","Box",4,"Retail",646,2,3604,3.9,69.99,1,89.99
"4454","41056-1","Heartlake News Van",2014,"Friends","Modern day","Traffic","Normal","Box",4,"Retail",278,2,2215,3.5,24.99,2,23.96
"4455","41057-1","Heartlake Horse Show",2014,"Friends","Modern day","Sports","Normal","Box",4,"Retail",355,2,908,0,39.99,0,NA
"4456","41058-1","Heartlake Shopping Mall",2014,"Friends","Modern day","Heartlake City","Normal","Box",8,"Retail",1120,4,3170,3.8,109.99,1,118
"4457","41059-1","Jungle Tree Sanctuary",2014,"Friends","Modern day","Jungle Rescue","Normal","Box",4,"Retail",320,1,2039,3.5,29.99,1,58.99
"4458","44015-1","EVO Walker",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",4,"Retail",51,4,1086,2.9,9.99,0,NA
"4459","44016-1","JAW Beast vs. STORMER",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",49,1,1165,3.7,9.99,1,32.822
"4460","44017-1","STORMER Freeze Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",4,"Retail",88,3,1149,3.7,14.99,0,NA
"4461","44018-1","FURNO Jet Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",4,"Retail",79,2,1210,3.5,14.99,0,NA
"4462","44019-1","ROCKA Stealth Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",4,"Retail",89,2,1150,3.8,14.99,0,NA
"4463","44020-1","FLYER Beast vs. BREEZ",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",91,1,944,3.9,14.99,0,NA
"4464","44021-1","SPLITTER Beast vs. FURNO & EVO",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",108,2,1107,3.9,19.99,0,NA
"4465","44022-1","EVO XL Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",193,3,1129,4.5,24.99,1,90
"4466","44023-1","ROCKA Crawler",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",49,2,748,3.7,9.99,0,NA
"4467","44024-1","TUNNELER Beast vs. SURGE",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",59,1,799,3.9,9.99,0,NA
"4468","44025-1","BULK Drill Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",113,2,764,3.8,14.99,1,15
"4469","44026-1","CRYSTAL Beast vs. BULK",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",83,1,758,3.8,14.99,0,NA
"4470","44027-1","BREEZ Flea Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Foil pack",3,"Retail",102,2,746,3.5,14.99,0,NA
"4471","44028-1","SURGE & ROCKA Combat Machine",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Box",2,"Retail",188,4,800,3.7,24.99,0,NA
"4472","44029-1","QUEEN Beast vs. FURNO, EVO & STORMER",2014,"HERO Factory","Constraction","Invasion From Below","Normal","Box",3,"Retail",218,4,729,4.1,34.99,0,NA
"4473","45005-1","Story Tales",2014,"Education","Educational","Duplo","Normal","{Not specified}",0,"{Not specified}",109,6,26,0,159.95,0,NA
"4474","45006-1","Multi Vehicles",2014,"Education","Educational","Duplo","Normal","{Not specified}",1,"{Not specified}",32,4,23,0,NA,0,NA
"4475","45007-1","Large Farm",2014,"Education","Educational","Duplo","Normal","{Not specified}",0,"{Not specified}",154,4,23,0,NA,0,NA
"4476","45015-1","Tech Machines",2014,"Education","Educational","Duplo","Normal","{Not specified}",0,"{Not specified}",89,6,15,0,NA,0,NA
"4477","45800-1","FLL World Class: Learning Unleashed Challenge Kit",2014,"Education","Educational","FIRST LEGO League Challenge","Normal","Box",0,"Educational",2090,2,31,0,NA,0,NA
"4478","60032-1","Arctic Snowmobile",2014,"City","Modern day","Arctic","Normal","Box",2,"Retail",44,1,10710,3.5,6.99,3,12
"4479","60033-1","Arctic Ice Crawler",2014,"City","Modern day","Arctic","Normal","Box",2,"Retail",113,1,8634,3.7,14.99,3,20
"4480","60034-1","Arctic Helicrane",2014,"City","Modern day","Arctic","Normal","Box",4,"Retail",262,2,8197,4,39.99,1,60
"4481","60035-1","Arctic Outpost",2014,"City","Modern day","Arctic","Normal","Box",4,"Retail",374,3,6133,4,49.99,0,NA
"4482","60036-1","Arctic Base Camp",2014,"City","Modern day","Arctic","Normal","Box",10,"Retail",733,7,7050,4.2,89.99,5,148.4806
"4483","60041-1","Crook Pursuit",2014,"City","Modern day","Police","Normal","Box",2,"Retail",38,2,7941,3.3,6.99,1,12
"4484","60042-1","High Speed Police Chase",2014,"City","Modern day","Police","Normal","Box",2,"Retail",110,3,7292,3.8,19.99,3,25
"4485","60043-1","Prisoner Transporter",2014,"City","Modern day","Police","Normal","Box",2,"Retail",196,3,6886,3.8,24.99,2,73.1956
"4486","60044-1","Mobile Police Unit",2014,"City","Modern day","Police","Normal","Box",6,"Retail",375,3,8343,3.9,44.99,2,65
"4487","60045-1","Police Patrol",2014,"City","Modern day","Police","Normal","Box",8,"Retail",408,3,2992,4.1,44.99,1,93.5
"4488","60046-1","Helicopter Surveillance",2014,"City","Modern day","Police","Normal","Box",8,"Retail",528,5,3069,3.9,74.99,1,68.82
"4489","60047-1","Police Station",2014,"City","Modern day","Police","Normal","Box",12,"Retail",854,7,6896,4.1,99.99,3,159.99
"4490","60048-1","Police Dog Unit",2014,"City","Modern day","Police","Normal","Box",6,"Retail - limited",249,3,3357,3.9,29.99,7,55
"4491","60049-1","Helicopter Transporter",2014,"City","Modern day","Police","Normal","Box",8,"Retail - limited",382,4,1798,4,44.99,1,59.99
"4492","60050-1","Train Station",2014,"City","Modern day","Trains","Normal","Box",6,"Retail",423,5,8721,4.1,64.99,5,124.99
"4493","60051-1","High-speed Passenger Train",2014,"City","Modern day","Trains","Normal","Box",8,"Retail",610,3,11022,4.1,149.99,8,185
"4494","60052-1","Cargo Train",2014,"City","Modern day","Trains","Normal","Box",12,"Retail",888,4,10707,4.3,199.99,16,250
"4495","60053-1","Race Car",2014,"City","Modern day","Great Vehicles","Normal","Box",2,"Retail",100,1,9936,3.8,9.99,8,20
"4496","60054-1","Light Repair Truck",2014,"City","Modern day","Great Vehicles","Normal","Box",2,"Retail",95,1,8054,3.7,9.99,6,25.191
"4497","60055-1","Monster Truck",2014,"City","Modern day","Great Vehicles","Normal","Box",2,"Retail",78,1,7622,3.5,9.99,2,17
"4498","60056-1","Tow Truck",2014,"City","Modern day","Great Vehicles","Normal","Box",5,"Retail",227,1,7632,3.8,19.99,8,73.99
"4499","60057-1","Camper Van",2014,"City","Modern day","Great Vehicles","Normal","Box",4,"Retail",195,2,13072,4,19.99,11,59.4596
"4500","60058-1","SUV with Watercraft",2014,"City","Modern day","Great Vehicles","Normal","Box",4,"Retail",219,2,5681,3.7,19.99,1,30
"4501","60059-1","Logging Truck",2014,"City","Modern day","Great Vehicles","Normal","Box",2,"Retail",228,2,7867,4.1,19.99,3,74.99
"4502","60060-1","Auto Transporter",2014,"City","Modern day","Great Vehicles","Normal","Box",6,"Retail",350,2,9393,4,29.99,4,64.99
"4503","60061-1","Airport Fire Truck",2014,"City","Modern day","Airport","Normal","Box",5,"Retail",326,2,5024,4.1,29.99,1,64
"4504","60062-1","Arctic Icebreaker",2014,"City","Modern day","Arctic","Normal","Box",12,"Retail - limited",717,7,2891,4.1,129.99,0,NA
"4505","60063-1","City Advent Calendar",2014,"City","Modern day","Seasonal","Normal","Box",1,"Retail - limited",218,7,4677,3.5,29.99,2,41.99
"4506","60064-1","Arctic Supply Plane",2014,"City","Modern day","Arctic","Normal","Box",6,"Retail - limited",374,3,1959,4,49.99,1,140
"4507","70123-1","Lion Legend Beast",2014,"Legends of Chima","Action/Adventure","Legend Beasts","Normal","Box",3,"Retail",120,1,4655,3.8,9.99,4,24.99
"4508","70124-1","Eagle Legend Beast",2014,"Legends of Chima","Action/Adventure","Legend Beasts","Normal","Box",3,"Retail",104,1,3439,3.8,9.99,4,18.75
"4509","70125-1","Gorilla Legend Beast",2014,"Legends of Chima","Action/Adventure","Legend Beasts","Normal","Box",2,"Retail",106,1,3671,3.7,9.99,4,25
"4510","70126-1","Crocodile Legend Beast",2014,"Legends of Chima","Action/Adventure","Legend Beasts","Normal","Box",2,"Retail",121,1,4030,3.8,9.99,6,24.99
"4511","70127-1","Wolf Legend Beast",2014,"Legends of Chima","Action/Adventure","Legend Beasts","Normal","Box",2,"Retail",110,1,3552,3.6,9.99,4,24.99
"4512","70128-1","Braptor's Wing Striker",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",2,"Retail",146,2,2449,3.4,14.99,5,16.05
"4513","70129-1","Lavertus' Twin Blade",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",2,"Retail",183,2,2483,3.3,19.99,2,21.25
"4514","70130-1","Sparratus' Spider Stalker",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",2,"Retail",292,2,2046,3.6,24.99,3,34
"4515","70131-1","Rogon's Rock Flinger",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",2,"Retail",257,3,2440,3.9,29.99,0,NA
"4516","70132-1","Scorm's Scorpion Stinger",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",4,"Retail",434,3,1863,3.9,39.99,2,92.792
"4517","70133-1","Spinlyn's Cavern",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",4,"Retail - limited",407,3,1176,3.8,39.99,1,55
"4518","70134-1","Lavertus' Outland Base",2014,"Legends of Chima","Action/Adventure","Outlands","Normal","Box",4,"Retail - limited",684,4,735,4,59.99,1,75
"4519","70135-1","Cragger's Fire Striker",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",4,"Retail",380,3,883,3.7,39.99,0,NA
"4520","70136-1","Banana Bash",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",120,1,735,0,12.99,3,13.85
"4521","70137-1","Bat Strike",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",97,1,901,0,12.99,1,14.99
"4522","70138-1","Web Dash",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",78,1,873,0,12.99,2,18.99
"4523","70139-1","Sky Launch",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",111,1,632,0,12.99,2,20
"4524","70140-1","Stinger Duel",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",85,2,933,3.5,19.99,3,54.99
"4525","70141-1","Vardy's Ice Vulture Glider",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",2,"Retail",217,2,2228,3.8,19.99,2,29.61
"4526","70142-1","Eris' Fire Eagle Flyer",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",2,"Retail",330,3,1855,3.6,29.99,4,25
"4527","70143-1","Sir Fangar's Sabre-Tooth Walker",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",4,"Retail",415,3,2162,3.8,39.99,3,36.3938
"4528","70144-1","Laval's Fire Lion",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",4,"Retail",450,3,2203,3.7,49.99,1,85.294
"4529","70145-1","Maula's Ice Mammoth Stomper",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",4,"Retail",604,6,2502,4.4,89.99,3,124.99
"4530","70146-1","Flying Phoenix Fire Temple",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",6,"Retail",1301,7,2110,4.2,119.99,0,NA
"4531","70147-1","Sir Fangar's Ice Fortress",2014,"Legends of Chima","Action/Adventure","Fire vs. Ice","Normal","Box",6,"Retail",670,5,836,4.2,69.99,0,NA
"4532","70149-1","Scorching Blades",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",77,1,593,0,12.99,3,12.09
"4533","70150-1","Flaming Claws",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",74,1,705,0,12.99,3,10
"4534","70151-1","Frozen Spikes",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",77,1,708,0,12.99,4,13.5
"4535","70155-1","Inferno Pit",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",74,1,834,3.5,12.99,4,13.5
"4536","70156-1","Fire vs. Ice",2014,"Legends of Chima","Action/Adventure","Speedorz","Normal","Box with backing card",2,"Retail",102,2,795,3.3,19.99,2,18.222
"4537","70160-1","Riverside Raid",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",3,"Retail",88,2,3727,3.7,11.99,7,16.136
"4538","70161-1","Tremor Track Infiltration",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",3,"Retail",241,2,3047,3.6,19.99,1,33.97
"4539","70162-1","Infearno Interception",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",3,"Retail",313,2,3946,4.2,29.99,1,40
"4540","70163-1","Toxikita's Toxic Meltdown",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",5,"Retail",429,4,2653,4,39.99,6,44.99
"4541","70164-1","Hurricane Heist",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",3,"Retail",589,4,2333,3.8,69.99,3,46
"4542","70165-1","Ultra Agents Mission HQ",2014,"Ultra Agents","Action/Adventure",NA,"Normal","Box",5,"Retail",1060,5,2932,4.3,99.99,2,149.3116
"4543","70720-1","Hover Hunter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",2,"Retail",79,2,4373,3.4,11.99,3,29.8623
"4544","70721-1","Kai Fighter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",3,"Retail",196,2,4173,4,19.99,2,54.99
"4545","70722-1","OverBorg Attack",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",2,"Retail",207,2,3784,3.5,19.99,0,NA
"4546","70723-1","Thunder Raider",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",5,"Retail",334,3,3591,4.1,29.99,1,89.991
"4547","70724-1","NinjaCopter",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",2,"Retail",516,4,2819,4,59.99,2,107.991
"4548","70725-1","Nindroid MechDragon",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",4,"Retail",691,5,2876,4.1,89.99,5,146.9279
"4549","70726-1","Destructoid",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",2,"Retail - limited",253,3,1408,3.7,34.99,0,NA
"4550","70727-1","X-1 Ninja Charger",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",4,"Retail",426,3,2256,4.3,39.99,0,NA
"4551","70728-1","Battle for Ninjago City",2014,"Ninjago","Action/Adventure","Rebooted","Normal","Box",6,"Retail",1223,8,2999,4.5,119.99,7,215
"4552","70800-1","Getaway Glider",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",2,"Retail",104,3,10642,3.7,12.99,12,27
"4553","70801-1","Melting Room",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",2,"Retail",122,3,11526,3.6,12.99,8,20.44
"4554","70802-1","Bad Cop's Pursuit",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",2,"Retail",314,2,8483,3.9,29.99,3,37.3279
"4555","70803-1","Cloud Cuckoo Palace",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",2,"Retail",197,4,11429,3.7,19.99,20,25
"4556","70804-1","Ice Cream Machine",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box",7,"Retail",344,3,10214,4,29.99,7,35
"4557","70805-1","Trash Chomper",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box",6,"Retail",389,3,8343,3.9,29.99,2,47.99
"4558","70806-1","Castle Cavalry",2014,"The LEGO Movie","Licensed","2 in 1","Normal","Box",6,"Retail",424,3,5697,3.6,29.99,5,43.99
"4559","70807-1","MetalBeard's Duel",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",2,"Retail",412,3,8688,4.2,34.99,2,105
"4560","70808-1","Super Cycle Chase",2014,"The LEGO Movie","Licensed",NA,"Normal","Box",4,"Retail",514,5,7667,4.2,49.99,6,59.0277
